review,sentiment
"Wow, what an overrated movie this turned out to be! It was supposed to be ""an extremely suspenseful tale of a crazed killer holding a woman hostage and in terror in her home."" Well, I doubt it terrorized audiences in the early '50s and I know it would put today's audiences asleep.<br /><br />""Sends shivers down the spine,"" proclaims the New York Times. No, the only shivers I get is that anyone is left on the planet who believes anything the N.Y. Times prints about anything.<br /><br />Well, it was about a deranged man who held a woman hostage for a short time in her house but the man. ""Howard Wilton"" (Robert Ryan) was actually harmless and friendly. In fact, this was one of the nicest roles Ryan ever played! Yes, ""Wilton"" was nuts but he never harmed the woman and only wanted a friend to trust.<br /><br />The film even turned boring after awhile with very little going on except a lot of yakking. <br /><br />Beware, my reader.....this sucks.",negative
"Long, boring, blasphemous. Never have I been so glad to see ending credits roll.",negative
"I still can't believe that Wes Craven was responsible for this piece of crap.This movie is worse than ""Deadly Friend"".The plot is stupid,the acting is mediocre and the film is deadly dull.I don't know why Wes Craven hates his debut ""Last House on the Left""-an absolute masterpiece of the genre and likes(probably)this turkey.Don't get me wrong,I really like some of his movies,but it was a real torture sitting and watching this.",negative
"Deeply humorous yet honest comedy about a bunch of grownups (Bill Paxton, Julie Warner, Kevin Pollak, Elizabeth Perkins, Vincent Spano, Matt Craven, and Diane Lane) who are invited back to spend a week to Tomawka, a camp in (Ontario) Canada by their former consuelor (Alan Arkin). Writer/director Mike Binder drew upon his experience at the same camp as the main source of creating a gentle and understanding yarn that makes sense. Also, the movie has plenty of funny moments, some of which are completely bizarre like my favorite, the one involves using masking tape. Newton Thomas Sigel (""The Usual Suspects"", ""Three Kings"") provides the film with some impressive shots of the Canadian wilderness. Among the cast, Sam Raimi, director of ""THE EVIL DEAD"" films and ""The Gift"", appears here as Arkin's bumbling right-hand man. One more thing, this film reassured me that a camp doesn't have to be a site of bloody murders.",positive
"This is one of the funniest movies I have ever seen. If you know the Real World and the people from those shows, this movie will be top notch, if you have never seen the real world you will still think it is an extremely funny movie but you won't get some of the inside jokes about the actors and the tv show.",positive
"The movie starts out with a bunch of Dead Men Walking peeps sitting in individual cells, waiting for their inevitable meeting with death represented by the electrical chair.<br /><br /> Then our ""hero"", who is called Tenshu, is taken to the chair, he's zapped, and then....he's still ""Alive"". AHA ! He is given a choice by some creepy military guys who look really cool : Either we zap you until we've made sure you're actually dead OR you can walk through this door and take whatever destiny might lie ahead of you"". Our hero says yes to option 2, and then the actual story commences.<br /><br /> He wakes up in a different sort of cell (very high-tech and very big), where he finds another cell-mate, who also managed to survive the electric boogie-ride. A voice in the speakers tells them that they are free to do whatever they wish, as long as it happens within that room. Sounds a little suspicious, but the two men accept : What else can they do ?<br /><br /> What these two men do not know is that they have been set together, so they can awaken an inner urge to kill within them. Basically the unknown scientists in the background p**s them off until they decide that they should kill each other. Sounds weird ? Indeed, but there's a greater purpose to all of this. THIS is the part which should not be revealed, and so it shall remain unrevealed.<br /><br /> But fear not, it is the unknown that lures the viewer to watch more of this pseudo-action movie, fore it has an entirely different approach to the question : How long time can you stand being with a man who's an S.O.B. and would you kill him to obtain freedom ?<br /><br /> The first hour is basically trying to awaken your interest, it sneaks up without you actually knowing it. Then it becomes a roller coaster ride with WILD Matrix-like action fight-scenes with a touch of individuality to honor the comic book from which the movie is based upon.<br /><br /> The movie is indeed very special, so special that normal cinemas won't view it under normal circumstances. However, the story is fascinating, the music is fantastic, and the actors do their bit (some more than others) to make the movie truly unique.<br /><br /> If you should be so fortunate that your cinema or video store has it, watch it, and enjoy the fact that not everyone is trying to make mainstream movies to earn huge bunches of cash.<br /><br />",positive
"THE RAP, the book this movie was 'based' on was one of the most difficult books I've ever read. Yet I could not put it down. Raunchy, crude, foul, lewd...you name it, it had it. It also had some of the best characterizations of any novel I've ever read.<br /><br />Well, as for the flick...it was deplorable. I mean, Tim Mcintire as Wasco? Wasco was the baddest mutha...talking 'bout WASCO...Mcintire as Wasco is like casting Tim Conway as Charles Manson.<br /><br />What happened to the MAIN character in the book? Little Arv. He doesn't even exist in the movie...Fast Walking WAS NOT the main dude in the book. Why even name credit this thing with THE RAP? None of the spirit, atmosphere, nastiness, or drama of the book was captured in this movie.<br /><br />For me it was not only a disappointment, but a total waste of time and celluloid.",negative
"Incarcerated train robber near Yuma breaks free his chain-gang and heads for the retired sheriff responsible for killing his wife (as well as a hidden stash of gold which remains hidden thanks to the screenwriter). Attempt to bring the western genre up-to-date with 1970s-style violence and brutality isn't even in the same league as some of the new-fangled westerns which came out of the late-'60s. It is impossibly simple and square, with the female characters merely around as punching-bags and possible rape victims. As the former sheriff back in command, Charlton Heston gives one of his laziest, least-inspired performances ever (he has one good moment, attempting to read a letter and fumbling for his glasses). James Coburn, as the half-mad half-breed, is pretty much on auto-pilot as well, but Coburn has a way of turning even the hoariest dialogue and situations into something prickly and unnerving. It's his show all the way. *1/2 from ****",negative
"I usually like hongkong - martial arts - fantasy movies but I hated this one. Once Upon A Time In China, Shogun Assassin, A Chinese Ghost Story and even Big Trouble In Little China are my favorites but this film sucked! Too much fancy tricks and stupid story.<br /><br />4/10",negative
"As winter approaches, our state-owned broadcaster, the ABC, has decided for some reason to have a partial Jane Austen Festival on Sunday nights. This commenced with a twelve-year old movie length version of ""Emma"" last Sunday; more recent versions of three other novels, ""Persuasion"", ""Northanger Abbey"" and ""Mansfield Park"" are to come.<br /><br />The curious thing about this production by A&E Television Networks, with script by the ever-reliable Andrew Davies, is that it appeared almost simultaneously with two much bigger budget movie versions, one starring Gwyneth Paltrow, and ""Clueless"", a ""modernized"" version, starring Alicia Silverstone, which transported the plot to Beverly Hills. Perhaps as a result, even with Kate Beckinsale in the lead, this production sank without trace.<br /><br />As a general rule, much is lost when novels are shrunk to fit feature movie length. The adaptations one tends to both enjoy and remember are those which have adequate room to develop both story and characters. An outstanding example is ""Brideshead Revisited"" which had 13 50-minute episodes back in 1982. You only have to compare the very ordinary movie-length version of ""Pride and Prejudice"" in 2005 with the brilliant 1995 six-part TV mini-series. It's not that a novel should be filmed page by page, and some novels (often not very good ones) adapt wonderfully to film (""Atonement"" is a recent example), but novels of the Jane Austen sort need some time and space to exert their full charm.<br /><br />Given the shortcomings of this type of adaptation, this production is OK. Kate Beckinsale gives Emma the right mix of self-assuredness and vulnerability and Mark Strong is a forthright Mr Knightly (he reminded me that Jane tended to recycle characters  Knightly is a more articulate version of the moody Mr Darcy of P&P). Samantha Morton was a rather limp Harriet but Prunella Scales got the blabbermouth Miss Bates perfectly  Sybil Fawlty on speed. Bernard Hepton as Emma's feeble father was also excellent. We saw the damp countryside, the mud and the poverty as well as the posh interiors, in case anyone thought this was a particularly idyllic age for everybody.<br /><br />Even though this was a condensed adaptation it was oddly slow in places  some of the conversations were rather stilted, even allowing for the formalities of the times. I'd have to look at the film again to be sure, but it might be due to the under-use of reaction shots.<br /><br />If you do like filmed period stuff this is a perfectly nice example, and compares well with the Paltrow version. Anyway, there is more to come!",positive
"I haven't read a biography of Lincoln, so maybe this was an accurate portrayal......<br /><br />And maybe it's because I'm used to the equally alienating and unrealistic worshiping portrayals that unnaturally deify Lincoln as brilliant, honorable, and the savior of our country......<br /><br />But why would they make a movie representing Lincoln as a buffoon? While Henry Fonda made an excellent Lincoln, his portrayal of him as an ""aw shucks, I'm just a simple guy"" seemed a little insulting.<br /><br />[Granted, that was Bushie Jr.'s whole campaign, to make us think he was ""just a regular guy"" so we wouldn't care that he's a rich & privileged moron -- but that's a whole other story.]<br /><br />Not only did the film show Lincoln as sort of a simple (almost simple-minded) kind of guy , the film states that Lincoln just sort of got into law by accident, and that he wasn't even that interested in the law - only with the falsely simplistic idea of the law being about rights & wrongs. In the film he's not a very good defense attorney (he lounges around with his feet on the table and makes fun of the witnesses), and the outcome is mostly determined by chance/luck.<br /><br />Furthermore, partly because this was financed by Republicans (in reaction to some play sponsored by Democrats that had come out) and partly because it was just the sentiment of the times, the film is unfortunately religious, racist and conservative.<br /><br />Don't waste your time on this film!",negative
i was like watching it right and i was all like oh this is so totally awesome-full and then i was all like ya quite good indeed so i really enjoyed all the amazing dangers and all the British people and i think that the doctor is very a good doctor in his way of doing such wonderful doctor-y things and he was a very strange man and i was like maybe i won't like this guy because hes a new doctor and i like the old doctor thats not this guy but then i watched him and i was like oh this is awesome and i liked it so then i watched and enjoyed the great evil enemies and the great conquering of the evil guys and the happy doctor who is quite scary and happy looking,positive
"Although I'm a girl, thankfully I have a sense of humor and realize that this really IS a funny anime! Watching it does give you an overwhelming feeling that it's definitely a guy show but that doesn't take away from the fact that its hilarious! 10/10",positive
"I really wanted to love this film. I have read the book to my daughters and we all loved it. The book is marvelous. This film is very far from the book. The book is splendid - this film is an awful adaptation.<br /><br />In the book, Sara is honorable, kind, strong, and NEVER does anything spiteful to get back at anyone. That's the POINT of the book! She behaves as a ""princes"" regardless of circumstances. An important part of behaving like a princess is to not return unkindness. It is to behave honorably regardless of how you are being treated.<br /><br />In the book, she endures much and touches the lives of others. Other people change their behaviors after they witnessed her kindness and ability to endure without sinking to spite and vengefulness. Sara does what is right simply BECAUSE it is RIGHT.<br /><br />Outside of the bakery, she comes upon a beggar girl who is more poor and hungry than she is. She has half a dozen hot buns. She is VERY hungry. She gives one bun to this wild looking little girl huddled on the doorstep of the bakery. When she sees how ravenous the girl is and watches her gobble the bun, she gives her another. She continues to do this until she has given 3 or 4 I think - I don't remember how many.<br /><br />The baker is watching through the window. She is so moved by what she has witnessed, she takes the beggar girl in and raises her as her own daughter. Other people are similarly influenced by Sara.<br /><br />And in the book, her father has died. The man next door is her father's partner - he has been looking for her. Her father did not lose his money after all - the man is thrilled to find Sara; he takes her and Becky into his home and raises them as his daughters. And Sara has her full inheritance, of course.<br /><br />Miss Minchin is not a chimney sweep. In fact, she remains in her same post at the school. But she is humiliated as Sara has told her new guardian of the cruel treatment she received. And Sara does speak to Miss Minchin in the end - Miss Minchin is trying to minimize her treatment of Sara and Sara with a calm steadfast demeanor, instructs Miss Minchin that she had been cruel.<br /><br />There is no comeuppance for Miss Minchin. She continues on in her miserable existence. It does not matter - what matters is that Sara has a home with a guardian who loves her - and her dearest friend in the world, Becky, is now for all intents and purposes, her sister.<br /><br />The book is about love and honorable behavior under the worst of circumstances. It is about self control and humility. It is a wonderful book. This film does NOTHING to capture the true story and messages of the book. My wife was so disgusted with it, she wanted to leave the theater in the middle, but we decided to stick it out. We were not rewarded.<br /><br />I cannot for the life of me think of a reason the film makes should alter this excellent book in such a bad direction. Perhaps it was the influence of the ghastly screenplay from the book that Shirley Temple acted in. I don't know - but this film is so far from the book in character and values that I do not recognize it.<br /><br />Don't waste your time - buy the book. It is unforgettable... even for a dad!",negative
"1 out of 10.<br /><br />This is the kind of movie that you cant believe you just wasted 2 hours of your life as you see the credits role. I honestly think I could make a better Vampire movie.... and I know nothing. The only thing that does not just suck (harder than a Vampire) is Jason Scott Lee.... his character is at least a little bit cool, has some mystery, and kicks a little butt.",negative
"Holy @#%& this movie was still warm and juicy from the pile it was made with. I tried to watch this pile of festering waste but found it easier to slash my wrists and slug back a shooter of Lysol floor cleaner than endure more than half of the crap that was on my screen. I rank this well below anything I have ever watched on film or TV, and thats saying something. I once witnessed a cow crap in a field. I watched the steaming pile for a hour and a half, who knows... it might have moved or something. Well that was time better spent than watching this tripe. The acting was non-existent, the plot was somewhere other than on this film. I think I saw a cut seen early on where the plot managed to escape and was riding off in the background on the back of a old pickup truck heading to Portland in hopes of becoming a Steven King shi77er. Please tell me director is getting medication he so desperately needs. It's pretty clear he needs heavy medication and I'd willing to front the money needed for his lobotomy reversal. Bah... I can't give this review the full punch it needs because nothing this painful can ever be done justice in typed word alone. Let me just say that if your looking for a flick to pass some time and you see this Chilton on the rack, walk to your car, start the engine, then shove both of your fists straight into the fan until it you can't feel your bones vibrate anymore. Be sure to have your wallet in hand also because you were going to waste the cash anyway. You might as well have the privilege of wasting it yourself.<br /><br />By the way, I watched this after a ""buddy"" of mine sent his girlfriend over so I could see it. HE dint come over, SHE had too. Whats worse is that she had to watch this $%&@ thing TWICE! I heard their married now and he gets to visit his balls once a month. I hope it was because of this film.",negative
"I don't need to say much about how good this documentary is--it's truly an amazing piece of true narrative. The story is simple enough: a white senior citizen tourist is murdered by a young black man in Florida, and the boy who is arrested is mistreated and put on trial with only the public defender and his family on his side. It's very enthralling, and the public defender is a joy to watch in all his human ways--you can't help but pull for the triumph of justice, and the ending fulfills more than could be expected of a true story.<br /><br />It's a shame more people haven't seen this documentary, but hopefully you will find a way to watch it. For those interested in race relations in the United States, and the actual workings of law enforcement and the legal process, it's well worth your time and effort to find this documentary. I give it a 10.",positive
"I haven't read the book of this and based on this adaptation, will not bother. I hated every character in this show - Miranda was slutty, selfish and mumbled miserably through the appalling dialogue, her sister was a total wimp, and this was the worst depiction of manic-depression I have ever seen. I have a degree in Psychology, and this was not accurate. In fact, until it was mentioned, I did not realise Troy was supposed to be bipolar - I thought he was a normal, slightly grumpy teenager.<br /><br />The only saving grace in this stupid show was David Tennant, whose brilliantly psychotic performance was the only thing that got me to watch the second half. <br /><br />Clearly the writers and producers of this show have not done any research - Troy's mental problems are not remotely accurate, nor are the forensics involved in the ""twist"" ending (and if you did not spot that a mile off, you are a big ole dummy!) <br /><br />Utter garbage.",negative
"This is superb - the acting wonderful, sets, clothes, music - but most of all the story itself.<br /><br />I am amazed there aren't more reviews of this movie - certainly one of the best of the 1980s.<br /><br />It's also a wonderful movie to see in tandem with the great ""Random Harvest"" which has much the same opening crisis <br /><br />-- a middle aged, unknown English W.W.I officer is in a hospital toward the close of the war, suffering from shell shock and complete amnesia without any idea of his name, origin, or anywhere he belongs - he proves to be a very wealthy established man - when he ""recovers"", he will not remember the years before the war -- <br /><br />But there the movies' resemblances end.<br /><br />My warmest thanks to all who participated in the movie - particularly the actors Ian Holm, Alan Bates, Ann Margret (what a great and surprising casting choice), Glenda Jackson, Julie Christie.<br /><br />This one stays with you forever.",positive
"Just like all of Mel Brooks' other comedies, Men in Tights is hilarious. But in seeing this as an outrageous comedy, I think many fail to realize that the reason the movie is so funny is that the characters themselves are acted so well. Elwes is the well-spoken former British noble, Lewis is an eternally annoyed king (I hope it's worth all the NOOOOOOIIIISE!), DeLuise is a FANTASTIC godfather, Roger Rees is a worried and cynical sheriff.... The actors and actresses are so loyal to their parts that the jokes flow forth with ease. Yes, we've seen this kind of comedy before, but the only comedy to achieve better character development, in my opinion, is The Big Lebowski. Very very funny.",positive
"'The second beginning' as it's title explains, shows us the beginning of the end for the human race. Set long before the matrix existed, this short anime written by the Wachowski's shows us the world that could lay infront of us in the not to distant future, set at the turn of the 21st century, the second renaissance delves into issues common with human behaviour; greed, power, control, vanity etc.<br /><br />The use of robots or artificial intellegence as slaves or servents is common among science fiction/fantasy stories. The second renaissance is no exeption to this concept, however instead of a simple man vs. machine layout, this story explains the struggle that the machines put up with, the struggle for acceptance in a world ruled by humans. Where the matrix films show us the human perspective, these short animations tell both sides of the story.<br /><br />The second renaissance part 1 + 2, answer many questions brought up by the original Matrix film, such as how the war broke out, how the sky was blackend, what led to the use of humans as batteries and it also introduces us to the machine city called 01, which may have relevance to the upcoming Matrix Revolutions film.<br /><br />I won't give away too much of the story, as I do not want to ruin the experience for perspective viewers, however, I will recommend it to anybody interested in the world of the matrix or simply anybody interested in Japanese animation (anime).<br /><br />9/10.",positive
"This movie should be called ""plan 9 from joseph smith."" i think its weirdness is underappreciated. the playwright seems to have read paul ehrlich's ""the population bomb (1968),"" and crafted a musical response made especially for mormons. the whole point of the play is that having as many children as you can is part of ""heavenly father's"" (god's) plan. and anything that stands in the way of having more babies is very bad. get it?<br /><br />This version was filmed in 1989, which is confusing. it's utah, so it looks and feels like 1983, the play was actually written in 1973, and of course, the theology is part 1840's, part battlestar galactica. some of the action takes place on earth and some in the ""pre-existence, an aimless romper-room where annoying kids wait to get their bodies so they can come down try not to slam the door on the missionaries, losing their shot at celestial glory.<br /><br />it is as stagey as they come, but don't let the poor theatrics spoil your appreciation for this demented mormon universe where the 'cool kids' are all into population control, (presumably) counseling their parents not to have any more children!! having big families was, at the time the play was written, the cultural norm in the lds community, and more importantly, considered part of God's plan. the church has since done a 180, and have made family planning a choice of the parents, and large families are much less the cultural norm now. making the entire doctrinal premise of the movie for a modern-day mormon moot!<br /><br />ahhh but it's really only as good as the music. there are some catchy tunes here that just won't let this movie die the 1970's death it was pre-destined for. the brother and sister sing some love songs to each other that make you wonder if maybe something else was going on there --wink. and the tough, cool kids make new kids on the block look like metallica. so cheers to all that! gather the family around, make some jell-o shooters and enjoy the show!<br /><br />",negative
"A wonder. One of the best musicals ever. The three Busby Berkely numbers that end the movie are spectacular, but what makes this film so wonderful is the incredible non-stop patter and the natural acting of Cagney and Blondell. (Keeler is also lovely, even though she may not have been a great actress). There's a freshness in the movie that you don't see in flicks today, much less in the usually stilted 30s films, even though the plot, involving the setting up of movies prologues, is quite dated.",positive
"I suppose if you like pure action... you'll find it here. I suppose if you find a gorgeous blonde designed to be screwed... find it here. I suppose if you want to find a couple of extra baddies, headed by 1-2 extra, EXTRA baddy bosses who meat a nasty end... you'll find it here.<br /><br />Overall, routine stuff, and the good guys come out on top big time under extra-ordinary circumstances.<br /><br />What I marvel most at... How the good guys armed only with pistols, can kill dozens of bad guys with machine guns who are shooting at them at point blank range... and missing. The goodies even get time to reload their pistols amid the hail of machine guns bullets.<br /><br />Ho-hum!!!",negative
I saw this on a boring Sunday morning just this morning. Well I was drawn to the fact that it's an outdoor movie.. I was hoping to find some nice sceneries but it the views where just limited.. They just go back and forth in the same spot all over again.. I hate it when they're using this so called hi-tech stuffs like the this Motorola blue-tooth headset they're using to eliminate the use of a walkie talkie it was just so funny.. they look like amateurs. And they where like advertising those badly designed alien-ware Laptops that could link up to a satellite to find people.. I couldn't say more about this TV-movie.. The ending was bad that it looks like they cut it short eliminating the use of rescue helicopters and etc.. */**********,negative
"Ringmaster, Jerry Springer's pathetic excuse for wasting film that should be recycled as toilet paper recently destroyed my confidence in the art of film. First of all, it was made. Second of all, people went to see it. Third, some people voted it the best movie they have ever seen. If a monkey could make a movie, i'm 100 percent sure that it would be 1 billion times as good. Most crappy movies have their moments, (even Godzilla had a few cool special effects) this film's moment was when I left the theater nauseated. The only thing that possibly could've made this movie any worse would be if Jerry Springer was the star. If I want to stare at crap for an hour and a half, i'll take a dump in a can. If anyone didn't utterly despise this movie, I pity you, and your children, and your children's children's children; however, contrary to Springer's beliefs, I clearly don't condone children having sex.",negative
"I believe an entire book can be written about the odyssey to remake the classic film on which this film is loosely based. When Hollywood first started talking about such enterprise, the reaction was always negative because there were just too many aspects that could have gone wrong, starting with the solid ensemble that made the original unforgettable, and that's exactly where things begin souring here, with the selection of actresses that otherwise can do remarkable work, but that are not suited to the parts, and sadly enough, have been directed with the heavy hand of a director that doesn't understand or appreciate the source material.<br /><br />It seems as if there is no focus or direction, or as if the direction that has been taken is to obliterate anything that was good about the original film. This is called an updating, as in let's drain the story out of humor, snappy dialogue, and any interesting premise. Most of all, let's prove that women have come a long way, except that the problem is that we don't really get (at least by watching this film) where the women are truly going.<br /><br />For starters, casting Meg Ryan in the central role proves almost fatal to the movie because somehow she seems to have locked herself into some sort of limbo where women don't really change appearances, even after 20 years of working in the movies. Her Mary which proved to be a difficult role in the 30's, somehow grew from her interaction with the other stereotypes, like Dorothy in ""The Wizard of Oz"" by learning, observing, and realizing that she had a choice in the matter. It might not have been a choice that women would celebrate nowadays, but it was fun ride, and part of the fun, was the catty, silly, sometimes slapstick routines that elevated that movie into the realm of the sublime. In here, we are down to earth with a thud. By changing the nature of Sylvia, the film has lost a lot of its spark, and it isn't in anyway Annette Bening's fault. I couldn't help but admiring how she tried to save this sinking ship and got a sinking feeling as she struggled with the horrible lines she was handled. Thankfully I entertained myself by looking at some of her terrific outfits and kept reminding myself how talented this lady really was. Her Sylvia is wise but flawed, and she could have been a great creation. Unfortunately Ms. English wasn't paying attention to her own work and loses control of the one character that could have turned the film into a fresh direction.<br /><br />Yet that wasn't the biggest blasphemy of them all. In the original, we have Joan Crawford doing probably one of the best performances by a woman. Her Crystal is legendary, with conniving lines, incendiary moves, duplicitous maneuvers, and some very sexy poses. She was the link between the male and the female, and through her we knew what the whole catastrophe was about. She provided the tension between men and women. She was dangerous, sexy, the ultimate femme fatale. A woman of intelligence that we feared and admired, and most importantly, we wanted to destroy to save our heroine. Eva Mendes, as gorgeous as she is, is two dimensional in this outing because of weak writing, and once again, some bad casting.<br /><br />There are more atrocities in the film, such as the addition of a terrible role for Mensing as the dedicated mother who lives for having babies, and the rather annoying lesbian turn by Pinkett. Then comes the biggest waste of talent in the movie, as Bette Middler, who is a little unrecognizable in her make up, shows the spark of what could have been. Her acidic delivery reminds us of the contemporary angle the film could have taken. Her words revive and put a big of much needed naughtiness in the film, and it is exciting to see that it could really fly, then she is gone. She is in the film all of six minutes, and she fades away in the middle of the muddle.<br /><br />Here is a movie that raised our anticipation level and truly disappointed us, a film that could have joined the successful ""Sex in the City"" who made an amazing transition to the big screen because it respected its source material and didn't compromise. It gave us more, bigger and better adaptation. It truly updated what had made it successful before. ""The Women"" in its present reincarnation needs to go back and rework itself, much like ""The Hulk"" did it this year, find more suitable performers, a really good writer, and most of all, someone who truly treasures what good movies are about.",negative
"At first,this movie seems so bad that i almost fell in a trance the first time i saw it.It was like a bad dream.A cosmic bore.But i gave it a second chance,then another and another,etc...I finally got addicted to this film,due to it's dreamlike slow pace,wonderful natural sets,bathed in a mellow autumn light and especially the musical score,which is made of some 70's progressive rock and absolute exquisite folk songs by actor/singer/songwriter Derek Lamb(the Troubadour).You should notice the song about hazel wood,silver trout and lady vanishing in the air...,heard in the middle and near the end of the film.There are some carnal scenes in the beginning ,wich allow us to appreciate the natural charms of Elizabeth Suzuki.If that movie had been made by some ""repertoire"" directors like Bergman,Lars Von Triers or Jean-Luc Goddard,critics would have rolled on the floor,raving about that movie as if it were a cosmic masterpiece.I personally think this film is one million times superior to any of Fellini's cinematic sh#¤@t!Definitely not for the pretentious.",positive
"I don't go for that many ""heist"" comedies, and I might not care for this one if it weren't for the actors, when it was made, and when I FIRST SAW it (just a few years later). It's almost too similar to ""The Happening"" (even though it's obviously a much less serious comedy than that one) - Mafia figure takes over his own kidnapping, or rather, turns it in a different direction altogether. Of course, Raquel Welch didn't play the kind of sharp character Faye Dunaway did in The Happening, but that doesn't make it a sexist film either - she was practically playing a stock character, almost HER version of a ""moll""! But, I'm completely biased - it's among the first films I ever saw with her, and at the time I saw it, you couldn't turn around without seeing a poster of her (luckily). I think Robert Wagner was really just right as the neither thoroughly likable nor dis-likable leader of the group, as were Edward G. Robinson (naturally) and Vittoria De Sica. And Godfrey Cambridge, an actor who always managed to be funny.",positive
"I'm a large scarred heterosexual male ex-bouncer, ex-rugby player, and ex-boxer, and I love this movie.<br /><br />It's no ""Mystic River."" It's a piece of fluff. But there is room in life for fluff, and when that fluff is engagingly shot, well-acted by attractive, likable people, cleverly plotted and full of good dialogue, there's even more room for it.<br /><br />I'm not the biggest Tom Selleck fan. But he's good in this. So are Julianne Nicholson (love her bald head and freckles), Ellen Degeneres, Kate Capshaw and even Tom Everett Scott (That Thing You Do!).<br /><br />The scenery is nice, the mood is upbeat, there's heartache and wistfulness and farce and even a little redemption.<br /><br />Any (male) reviewer who disses this movie is, shall we say, not perfectly confident in his masculinity. In the meantime I'll continue to catch bits and pieces of it without apology whenever it shows up on cable.",positive
"Wow! An amazing, lost piece of Australiana AND a lost 70s glam-rock film rolled into one. This film warrants viewing simply to see what can be done with next to no budget but a lot of enthusiasm. As a retelling of the Oz story, the film borders on becoming too obvious but it is saved by it's eccentricities. The chance for a glimpse at how glam rock manifested in Australia will delight fans of the genre. This film used to be double featured with the Rocky Horror Picture Show, an indicator of the type of film that Oz is. While not as frivolous or well constructed as RHPS it's hard not to have fun with Oz.<br /><br />Surprisingly, Oz has aged well- perhaps a by-product of how determinedly set in the real Australia of 1976 it is. The passage of history shows that many of the ideas being explored would eventually enter the mainstream. The willingness of the film to give prominence to gay characters is notable, especially as it dates to the 'revolution' period for the Australian gay rights push.<br /><br />The performances range from flinchingly amateur to finely nuanced brilliance. The direction is lacking in subtlety and much of the dialogue may have benefited from an extra draft or two. Somehow, these flaws add to the appeal of the film which is mercifully unpretentious. Much like Australia in the 1970s this film has a certain naive charm.<br /><br />There are several connections to the original Australian stagings of the Rocky Horror Show which will keep obsessives on their toes.<br /><br />Oz is most certainly a minor classic and a potential cult favourite worthy of review. Laugh at the atrocious 70s fashion, swing along with the AusRock soundtrack, leave ANY expectations at the door and Oz is likely to delight.",positive
"This movie received a great write up in Blockbusters 'coming attraction' I was looking forward to the release date,08/07/02. The plot sounds reasonable, the cast alone should have guaranteed a side-splitter, but whoa there; apart from the 'off the wall betting events' this was quite a bore.<br /><br />This will never become a comedy classic, and I'm afraid it has done no help to the fine comedy reputation of John Cleese. Rowan Atkinson, now he was quite funny, in a Rowan Atkinson sort of way!",negative
"pardon my spelling. This is probably the funniest horror movie that ever existed. Think evil dead * 1000. The acting is horrible, you can see the makeup line on a certain lady's face. there is a lesbian scene, which makes no sense at-all. And the ending, haha ohhhh the ending... be prepared to have your stomach hurting from laughter. Now if you watch this film for more then 5 minutes and are still expecting something, take a look at your self, and ask what the hell is wrong with you. This is a very bad movie, meant to laugh at and enjoy for its pure silliness.<br /><br />Don't forget to watch all the outtakes after the movie, you can see just how low budget the whole thing really was. All in all this movie is a rare gem in demonstrating the pure and udder lack of talent/care/ability/money/ and anything else you would ever need to make a successful film. But its definitely worth watching.",negative
"Steven Seagal appears to be sleepwalking through a dreadful movie shot almost entirely in close-up to disguise the complete lack of budget and resources. To pick on the technical flaws - silver F/A-18s and F-14s take of from a carrier for an air-strike, and miraculously become camouflaged F-16s for the actual strike - would give this movie more credibility than it deserves. Suffice it to say that the most interesting thing in the movie is the credit titles which fade on and then disappear in a lightning wipe, which presumably is available to all users of Final Cut Pro. Putting all your creativity into your own credit puts Michael Keusch in the same category as Marcel Mandu.",negative
